Time Step,Left Scheme Error,Right Scheme Error,Midpoint Scheme Error
80,0.08101165472301418,0.08102692829685154,0.08101413407464778
81,0.08149530492767526,0.08150655456833654,0.08149549635442027
82,0.08193164537656171,0.08193851290212055,0.08192911123496115
83,0.08230509783466673,0.08230652098474024,0.0823016288432407
84,0.08270805281383782,0.08271290474332021,0.08270572287266167
85,0.08327713870820805,0.08327507161517868,0.08327121069829309
86,0.08365162388308948,0.08365575890205651,0.08364865337237438
87,0.08416766468216319,0.0841702560535,0.08416360796587471
88,0.0849094296668842,0.08491594584879333,0.0849078073692792
89,0.0856142589723688,0.08562343727857717,0.085613569791722
90,0.08618743983256183,0.08620264991527704,0.086188374624232
91,0.08659388636183993,0.08660724514758272,0.08659539953309897
92,0.08698277168985369,0.08699915872942351,0.08698566490938886
93,0.08735966330225838,0.08737072017256786,0.08735982689070991
94,0.08794354891005274,0.08795715068641714,0.0879439927932754
95,0.08822223475118326,0.0882367918221832,0.08822287607883975
96,0.08880581008623688,0.08882288327935471,0.08880802794196418
97,0.08933038329973127,0.0893534431921091,0.08933695704865748
98,0.08974823268802216,0.08977627219767267,0.08975616385028673
99,0.09020896408048722,0.09022764351017395,0.09021308189753478
100,0.09072575630716166,0.09074133761070698,0.0907285384559282
101,0.09105478783116042,0.09106904667851917,0.09105541121542156
102,0.09140041914524528,0.09140732574120372,0.09139913934593626
103,0.0918286552311818,0.09184391589749356,0.09182986483629577
104,0.09234151848087863,0.09234821229279869,0.09233982260849277
105,0.09284708856084749,0.09285409489154088,0.09284301339903489
106,0.09318794506841871,0.09320496472732617,0.09319086225514152
107,0.09365586003717902,0.09366654272646147,0.09365636273378723
108,0.09415105192118135,0.09416529143831415,0.09415235624892908
109,0.09466280915874332,0.09468737035676972,0.09466865250831892
110,0.095234066577321,0.0952503419489891,0.09523664622574704
111,0.09566074760901642,0.09569262480754044,0.09566958881494098
112,0.09612050458836947,0.09615248943219565,0.09612982808393178
113,0.09626730661310583,0.09630173356971229,0.09627855339971444
114,0.09669110120877476,0.09672475010562662,0.09670038269441722
115,0.09705561232597108,0.09708968575194075,0.09706595390378688
116,0.09736932161626743,0.09739122986339727,0.09737411516224347
117,0.09779529515365004,0.09782085415111978,0.09780382665440336
118,0.09820208811481898,0.09822572150604289,0.09820747661868133
119,0.09860025676442086,0.09864221400005824,0.098613217155282
120,0.09898451701742324,0.09902737552710233,0.09899947744843267
121,0.09946898312940004,0.09951903776161247,0.09948822189037232
122,0.10006423098927122,0.10010661101001181,0.10007969391701234
123,0.10063285127561566,0.10065884904075707,0.10063952991671322
124,0.10098220002605823,0.10103267937110896,0.10100148615788335
125,0.10152502265207536,0.1015734267757936,0.1015421855293993
126,0.10205105886693293,0.10209245878230816,0.10206520210472295
127,0.10245314930704465,0.10250220142062035,0.10247046426180162
128,0.10288086661581561,0.10292459835001377,0.10289663996749517
129,0.1033507814957464,0.10339568203785607,0.10336643925226276
130,0.1040873107604711,0.1041239529315564,0.10409930614686805
131,0.10443459380439749,0.10448826791039742,0.1044550630702702
132,0.1049626919713269,0.10501078043874795,0.10498219493728479
133,0.10533057700475192,0.10538159562361551,0.10534927029743324
134,0.10569251134338692,0.10574134553701901,0.10570790538290369
135,0.10607777440622548,0.10612373180872606,0.10609606174546522
136,0.10665188245404636,0.10669449463571368,0.10666561588520629
137,0.10714482979038048,0.1071979309008681,0.10716480983202559
138,0.10738011720889244,0.1074247717053001,0.10739611590604103
139,0.10776976380232227,0.10781020593780898,0.107784602369006
140,0.10823403677208128,0.1082789056983052,0.10825049337623409
141,0.10855272119608658,0.10858695694016923,0.1085635131283519
142,0.10890481916438112,0.10894370727785449,0.10891605050382826
143,0.1094226741495655,0.10946357563396927,0.10943435158399965
144,0.10974482676072075,0.10976744807030754,0.10974955678748043
145,0.11023889847900564,0.1102634387897514,0.11024492433270107
146,0.11062979184603755,0.11066466169561799,0.11063867459842654
147,0.11097808518223753,0.11100585505482982,0.11098376350854014
148,0.11144047615616426,0.11148530617224973,0.11145477289541172
149,0.1117101911355187,0.11176793842408538,0.11173204505791773
150,0.11211764986952397,0.11217124141778599,0.11213692179801218
151,0.11258122353842989,0.11262297255558024,0.11259288275247004
152,0.11289599671441722,0.11296208193819052,0.11292097917975384
153,0.11350861119217191,0.113575513761615,0.11353303567547596
154,0.11392016623859111,0.11397789692501738,0.11394111736891077
155,0.11416406338066526,0.11422018906788371,0.11418524571565764
156,0.11454984436680415,0.11460578750525212,0.11457113015112445
157,0.1148307100558756,0.1148781610992749,0.1148477615823394
158,0.11516866855849257,0.11521649418218852,0.11518531288695767
159,0.11542735631142131,0.11547252394918253,0.11544062702744613
160,0.11596755092852246,0.11601019353552838,0.1159810700051238
161,0.11638965970014942,0.11644641608099342,0.11641172337338936
162,0.11674977577203777,0.11680114446822935,0.11676840628122655
163,0.11719221384467972,0.11723819275800247,0.1172081373011181
164,0.11782047035094322,0.11784007938254012,0.11782449816076394
165,0.11828538860030392,0.11832150055080458,0.11829643554615205
166,0.11883525010454855,0.11886604155106306,0.1188435942178413
167,0.11926031239514634,0.11928864934772677,0.11926892917755517
168,0.11975905138253888,0.1198030702226873,0.11977117211458709
169,0.11991672647927808,0.11997680577882115,0.11994011529751844
170,0.12019774872504932,0.12023418334025178,0.12020800529495625
171,0.1205135941392617,0.12055162518402926,0.1205264579194125
172,0.1209815365429184,0.1210190349280814,0.12099329502259402
173,0.12142205317528228,0.12147391116650867,0.12144025736441853
174,0.12189751448262955,0.12193769467530208,0.12190924741484158
175,0.12213394642659868,0.12217474545906067,0.12214540015502434
176,0.12269903040681615,0.12273997953158096,0.12271151556311984
177,0.12321206621620062,0.1232454198760885,0.12321901585606361
178,0.12373059580926252,0.12377823453225029,0.12374646800351484
179,0.12410683860809234,0.12415842644987936,0.12412534447175122
180,0.12453155912739776,0.12457521637219897,0.12454657171294775
181,0.1249125817560867,0.12495397958806082,0.1249241290896785
182,0.1251602671371068,0.12518566455582117,0.12516226094644708
183,0.12551173772437266,0.12553159240554682,0.12551141278475958
184,0.12590389458969764,0.12594418776958724,0.12591420363464037
185,0.1263478336541156,0.12638775175341535,0.1263586326851183
186,0.1267585683571024,0.1267999412188121,0.12677135388467278
187,0.12704681059893913,0.12709842123464507,0.1270649076270095
188,0.12747846275630617,0.12751409987213702,0.12748842533951835
189,0.1278667205180687,0.1279115932655398,0.1278801816752722
190,0.12796510200985473,0.12801683778316605,0.12798145236647068
191,0.12851670998591305,0.12856003485249984,0.12852810438170764
192,0.1287691329869745,0.1288154771574763,0.1287837852242143
193,0.12935126441049752,0.12941185210557746,0.12937206213720412
194,0.129798633431739,0.12985952533256026,0.12982014173286435
195,0.1300898395263364,0.1301505449358724,0.130112854399901
196,0.13038292060942203,0.13044523398326152,0.13040648251321882
197,0.1306806706479643,0.13073951124128455,0.1307001068835841
198,0.13087187586490212,0.1309325378003751,0.13089337453824215
199,0.13133433558262422,0.13139889484147102,0.1313549202002989
200,0.13171039811571467,0.13176613752908586,0.13172928654383795
201,0.13221214249773003,0.1322717045480118,0.13223404937629807
202,0.1324354474550614,0.13248360291435382,0.1324537456837543
203,0.13271701179020595,0.13276978704494263,0.13273535430600328
204,0.13308240866806537,0.13312499983903597,0.13309715925625884
205,0.1332888795626635,0.13333131765314685,0.1333010402104639
206,0.13371052047788556,0.1337465087968705,0.13371849480826123
207,0.13390885131831684,0.13394588589804488,0.133918673101905
208,0.13443724121115974,0.13446494473234344,0.13444179380587076
209,0.13467103974670516,0.1346986526861599,0.1346750442228238
210,0.13535122324310428,0.13538568628873196,0.1353609741888701
211,0.13565742363793948,0.1356872882560718,0.1356653759023204
212,0.13598218342918564,0.13603605867997154,0.13600217573989085
213,0.13620543781858938,0.13626444288301837,0.13622491075820284
214,0.13664395373699065,0.1366925835899815,0.13666147046150032
215,0.13706237575429797,0.1370944473423119,0.13706967979131904
216,0.13752558334079162,0.13755634749416526,0.13753270492288952
217,0.1377413603385803,0.137754271728961,0.137738808065945
218,0.13787502961327072,0.13789367683543097,0.13787562135658582
219,0.13818110345364004,0.13819368165191948,0.13817619843545006
220,0.13848600177283435,0.13850720121980156,0.13848847430917366
221,0.1388996259432249,0.13891537812231217,0.13889610210751838
222,0.13924365990238088,0.13924934673059025,0.13923504594642042
223,0.13959575711897254,0.13961925331840547,0.13959637709557046
224,0.139864930420463,0.13987717934246308,0.13986041373101946
225,0.14011457256359416,0.14013278852847058,0.14011213725619112
226,0.14053026299993301,0.14053947188804217,0.14052737904482657
227,0.14082252628096972,0.14081397457259842,0.14080751374870434
228,0.14099639144516524,0.14099278873001414,0.14098302692895717
229,0.14127372037866961,0.14126729655377818,0.14125740677866588
230,0.14153458735989924,0.1415479683151479,0.14153031626662077
231,0.14199291734773756,0.1420135314314716,0.14198980118048043
232,0.14242563685866194,0.14242956070552468,0.14241853089469608
233,0.14283812595492906,0.14285352046934963,0.14283813991402522
234,0.14327278662818907,0.14328899618824648,0.1432710388029916
235,0.1436466908631134,0.14366974245987613,0.1436466713789279
236,0.14414573827769708,0.14417535140217805,0.14415314996788633
237,0.14424139207488879,0.14426976518413973,0.14424725714910464
238,0.14473703998934043,0.14474507560584762,0.14472907414080116
239,0.14508848100958752,0.1450901803722896,0.14507673816205496
240,0.14537188553047725,0.14537616348411214,0.1453613130381452
241,0.1456459868443324,0.14565362876012952,0.14563859622124425
242,0.14598979995120717,0.14602158167271415,0.14599395834716453
243,0.1462215671089778,0.14626694809054538,0.1462339218535322
244,0.14669756215807625,0.14674237596924053,0.14671105598837753
245,0.14727645024585695,0.1472896052397305,0.14727289451005104
246,0.1475160267786228,0.14754036142530386,0.14751690961272965
247,0.14784230236541707,0.14785563519544595,0.14783902073470234
248,0.14828750031438942,0.14828394101122364,0.148275658812556
249,0.1485208218803141,0.1485174039564762,0.14850808316925143
250,0.14896909949753262,0.14898470027433805,0.1489643469749396
251,0.14922850220232212,0.14924266823180266,0.14922197695860176
252,0.14953534021561796,0.14955753872645863,0.1495355141328795
